"crosswalk_id","inventory_id","gcam_cluster","gcam_sector","gcam_subsector","gcam_technology","gcam_fuel","capss_major_category","capss_intermediate_category","capss_minor_category","capss_detail_category","capss_fuel_or_process","match_status","allocation_rule","double_counting_risk","boundary_note","source_id","notes"
"cw_aqs_commercial_cooking_aerosol_쇠고기","aqs_commercial_cooking_aerosol","air_quality_supplemental","biomass_burning","commercial_cooking","commercial_grilling","beef","생물성 연소","고기 및 생선구이","쇠고기","","tonne food grilled","documented_proxy","allocate_by_species_method_and_distribution_share","medium","Food aerosol is outside commercial fuel combustion.","capss_handbook_vii","CAPSS excludes household grilling because activity shares are unavailable."
"cw_aqs_commercial_cooking_aerosol_돼지고기","aqs_commercial_cooking_aerosol","air_quality_supplemental","biomass_burning","commercial_cooking","commercial_grilling","pork","생물성 연소","고기 및 생선구이","돼지고기","","tonne food grilled","documented_proxy","allocate_by_species_method_and_distribution_share","medium","Food aerosol is outside commercial fuel combustion.","capss_handbook_vii","CAPSS excludes household grilling because activity shares are unavailable."
"cw_aqs_commercial_cooking_aerosol_닭고기","aqs_commercial_cooking_aerosol","air_quality_supplemental","biomass_burning","commercial_cooking","commercial_grilling","chicken","생물성 연소","고기 및 생선구이","닭고기","","tonne food grilled","documented_proxy","allocate_by_species_method_and_distribution_share","medium","Food aerosol is outside commercial fuel combustion.","capss_handbook_vii","CAPSS excludes household grilling because activity shares are unavailable."
"cw_aqs_commercial_cooking_aerosol_오리고기","aqs_commercial_cooking_aerosol","air_quality_supplemental","biomass_burning","commercial_cooking","commercial_grilling","duck","생물성 연소","고기 및 생선구이","오리고기","","tonne food grilled","documented_proxy","allocate_by_species_method_and_distribution_share","medium","Food aerosol is outside commercial fuel combustion.","capss_handbook_vii","CAPSS excludes household grilling because activity shares are unavailable."
"cw_aqs_charcoal_kiln","aqs_charcoal_kiln","air_quality_supplemental","biomass_burning","charcoal_production","charcoal_kiln","wood","생물성 연소","숯가마","숯가마","","tonne dry wood","documented_proxy","use_documented_wood_density","medium","Charcoal production is distinct from residential biomass fuel use.","capss_handbook_vii","CAPSS converts wood volume using 800 kg/m3."
"cw_aqs_road_tire_brake_wear_승용차","aqs_road_tire_brake_wear","air_quality_supplemental","fugitive_dust","road_nonexhaust","tire_brake_wear","vehicle_class_specific","비산먼지","타이어마모","승용차","","vehicle-km by class and driving pattern","aggregate_proxy","allocate_by_vehicle_class_size_and_pattern","high","Tire/brake wear must not be combined with paved-road resuspension.","capss_road_nonexhaust_2025","Handbook VII has the category but no factor; the 2025 update adds tire and brake methods."
"cw_aqs_road_tire_brake_wear_택시","aqs_road_tire_brake_wear","air_quality_supplemental","fugitive_dust","road_nonexhaust","tire_brake_wear","vehicle_class_specific","비산먼지","타이어마모","택시","","vehicle-km by class and driving pattern","aggregate_proxy","allocate_by_vehicle_class_size_and_pattern","high","Tire/brake wear must not be combined with paved-road resuspension.","capss_road_nonexhaust_2025","Handbook VII has the category but no factor; the 2025 update adds tire and brake methods."
"cw_aqs_road_tire_brake_wear_승합차","aqs_road_tire_brake_wear","air_quality_supplemental","fugitive_dust","road_nonexhaust","tire_brake_wear","vehicle_class_specific","비산먼지","타이어마모","승합차","","vehicle-km by class and driving pattern","aggregate_proxy","allocate_by_vehicle_class_size_and_pattern","high","Tire/brake wear must not be combined with paved-road resuspension.","capss_road_nonexhaust_2025","Handbook VII has the category but no factor; the 2025 update adds tire and brake methods."
"cw_aqs_road_tire_brake_wear_버스","aqs_road_tire_brake_wear","air_quality_supplemental","fugitive_dust","road_nonexhaust","tire_brake_wear","vehicle_class_specific","비산먼지","타이어마모","버스","","vehicle-km by class and driving pattern","aggregate_proxy","allocate_by_vehicle_class_size_and_pattern","high","Tire/brake wear must not be combined with paved-road resuspension.","capss_road_nonexhaust_2025","Handbook VII has the category but no factor; the 2025 update adds tire and brake methods."
"cw_aqs_road_tire_brake_wear_화물차","aqs_road_tire_brake_wear","air_quality_supplemental","fugitive_dust","road_nonexhaust","tire_brake_wear","vehicle_class_specific","비산먼지","타이어마모","화물차","","vehicle-km by class and driving pattern","aggregate_proxy","allocate_by_vehicle_class_size_and_pattern","high","Tire/brake wear must not be combined with paved-road resuspension.","capss_road_nonexhaust_2025","Handbook VII has the category but no factor; the 2025 update adds tire and brake methods."
"cw_aqs_road_tire_brake_wear_특수차","aqs_road_tire_brake_wear","air_quality_supplemental","fugitive_dust","road_nonexhaust","tire_brake_wear","vehicle_class_specific","비산먼지","타이어마모","특수차","","vehicle-km by class and driving pattern","aggregate_proxy","allocate_by_vehicle_class_size_and_pattern","high","Tire/brake wear must not be combined with paved-road resuspension.","capss_road_nonexhaust_2025","Handbook VII has the category but no factor; the 2025 update adds tire and brake methods."
"cw_aqs_road_tire_brake_wear_rv","aqs_road_tire_brake_wear","air_quality_supplemental","fugitive_dust","road_nonexhaust","tire_brake_wear","vehicle_class_specific","비산먼지","타이어마모","RV","","vehicle-km by class and driving pattern","aggregate_proxy","allocate_by_vehicle_class_size_and_pattern","high","Tire/brake wear must not be combined with paved-road resuspension.","capss_road_nonexhaust_2025","Handbook VII has the category but no factor; the 2025 update adds tire and brake methods."
"cw_aqs_road_tire_brake_wear_brake_pending","aqs_road_tire_brake_wear","air_quality_supplemental","fugitive_dust","road_nonexhaust","tire_brake_wear","vehicle_class_specific","","","","","vehicle-km by class and driving pattern","unresolved","research_required","high","The approved brake-wear category is not present in Handbook VII.","capss_road_nonexhaust_2025","Add the native CAPSS category when the 2024-inventory method is published."
